0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	1
0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	1
0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	1
0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	1
0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	1
0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	1
0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	1
0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	1
0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	1
0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	1
0	0	45	0	0	0	0	0	0	0	0	0	6	7	1	1
0	0	0	0	0	0	0	0	0	0	"*pipe-l:1@2,1"	13	39	40	1	1
0	0	0	0	0	0	0	0	0	0	14	15	41	42	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
