1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1								1									1										1	1	1	1	1	1																				1	1	1	1															1	1	1											0									1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1												1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1								*firebar:5:ccw:4									*firebar:5:ccw:4										1	1	1	1	1	1																				1	1	1	1															1	1	1											0									1
																1												1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																				1	1	1	1					"*platform:2:5,0"										1	1	1											0									1
80																43												43									*firebar:5:ccw:4								*firebar:5:ccw:4					*firebar:5:ccw:4																																																																										1			"*platform:2:5,0"									0									1
1																																																																																																																												1												0									1
1	1																																																																																																													"*platform:2:2,0"																										0									1
1	1	1																									1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1					*firebar:5:ccw:4								*firebar:5:ccw:4									*firebar:5:ccw:4																																																													*end 									1
1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	1				1	*firebar:5:ccw:4	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																							"*bridgecut:-2,2"												0									1
1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	1				1	1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																			"*boss:-6,0"			1	1	1											0									1
1	1	1	1	1	1	1	1	74	74	1	1	1	1	1	1	1	1	1				1	1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1	1	1	1				1	1	1	1	76	76	76	76	76	76	76	76	76	76	76	76	76	76	1	1	1			1	1							0									1
1	1	1	1	1	1	1	1	75	75	1	1	1	1	1	1	1	1	1				1	1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1	1	1	1				1	1	1	1															1	1	1											0									1
1	1	1	1	1	1	1	1	75	75	1	1	1	1	1	1	1	1	1	74	74	74	1	1	1	74	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1	1	1	1				1	1	1	1	74	74	74	74	74	74	74	74	74	74	74	74	74	74	1	1	1											1									1
1	1	1	1	1	1	1	1	75	75	1	1	1	1	1	1	1	1	1	75	75	75	1	1	1	75	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75	75	75	75	75	75	75	75	75	75	75	75	75	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	75	75	1	1	1	1	1	1	1	1	1	75	75	75	1	1	1	75	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75	75	75	75	75	75	75	75	75	75	75	75	75	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
