0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																									0		
0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																									0		
0	0	0	0	0	0	0	0	0	0	0	0	0	0																							50	50																																																																																																																	0		
0	0	0	0	0	0	0	0	0	0	0	0	0	0																													60		60																																													50	50		50	50																																																									0		
0	0	0	0	0	0	0	0	0	0	0	0	0	0												50	50	50	61										70	71	71	71	71	71	72														50	50	50	50												"*flyturtle:0,9 "						60				50	50				"*flyturtle:0,9 "													"*flyturtle:0,7"											"*flyturtle:0,5"						50	50																															0		
0	0	0	0	0	0	0	0	0	0	0	0	0	0											70	71	71	71	72											73	73	73	73	73															70	71	71	72														70	71	71	71	71	72										"*platform:5:0,7"																																																		43	43									0		
0	0	0	0	0	0	0	0	0	0	0	0	0	0												73	73	73												73	73	73	73	73					50	50				"*platform:3:0,7"						73	73																73	73	73	73																													61																											"*platform:2:-6,0"					43	43									0		
0	0	0	0	0	0	0	0	0	0	0	0	0	0												73	73	73												73	73	73	73	73																73	73																73	73	73	73																							70	71	71	71	71	71	71	72																													43	43	43	43									*end 		
0	0	0	0	0	0	0	0	0	0	0	0	0	0												73	73	73						70	71	71	71	72		73	73	73	73	73																73	73								70	71	72						73	73	73	73					"*platform:3:0,5"																			73	73	73	73	73	73																														43	43	43	43									0		
0	0	0	0	0	0	0	0	0	0	0	0	0	0									70	71	71	71	71	71	71	72					73	73	73			73	73	73	73	73																73	73									73							73	73	73	73																								73	73	73	73	73	73						70	71	71	72			70	71	71	72													43	43	43	43	43	43									0		
0	0	0	0	0	0	0	0	0	0	0	0	0	0										73	73	73	73	73	73						73	73	73			73	73	73	73	73														*hm		73	73									73							73	73	73	73																				61				73	73	73	73	73	73							73	73					73	73														43	43	43	43	43	43									0		
0	0	0	0	0	0	0	0	0	0	0	0	0	0										73	73	73	73	73	73			50			73	73	73			73	73	73	73	73																73	73									73							73	73	73	73																	70	71	71	72				73	73	73	73	73	73							73	73					73	73														43	43	43	43	43	43									0		
0	0	0	0	0	0	0	0	0	0	0	0	0	0			70	71	71	72				73	73	73	73	73	73		70	71	72		73	73	73			73	73	73	73	73																73	73									73							73	73	73	73																		73	73					73	73	73	73	73	73			50	50	50		73	73					73	73											61			43	43	43	43	43	43									1		
1	1	1	1	1	1	1	1	1	1	1	1	1	1				73	73					73	73	73	73	73	73			73			73	73	73			73	73	73	73	73					70	71	71	72						70	71	71	71	72		70	71	71	71	72		73							73	73	73	73																		73	73					73	73	73	73	73	73			70	71	72		73	73					73	73					1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1				73	73					73	73	73	73	73	73			73			73	73	73			73	73	73	73	73						73	73								73	73	73				73	73	73			73							73	73	73	73																		73	73					73	73	73	73	73	73				73			73	73					73	73					1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
